"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2000","0.8839","0.8887","0.9040","0.8439","","-0.55%"
"10/01/2000","0.8493","0.8842","0.8860","0.8228","","-3.91%"
"11/01/2000","0.8724","0.8486","0.8798","0.8372","","2.72%"
"12/01/2000","0.9424","0.8724","0.9427","0.8700","","8.02%"
"01/01/2001","0.9365","0.9425","0.9597","0.9112","","-0.63%"
"02/01/2001","0.9234","0.9374","0.9448","0.9016","","-1.40%"
"03/01/2001","0.8778","0.9239","0.9384","0.8752","","-4.94%"
"04/01/2001","0.8881","0.8743","0.9093","0.8695","","1.17%"
"05/01/2001","0.8459","0.8892","0.9010","0.8440","","-4.75%"
"06/01/2001","0.8500","0.8448","0.8675","0.8410","","0.48%"
"07/01/2001","0.8762","0.8506","0.8824","0.8346","","3.08%"
"08/01/2001","0.9124","0.8763","0.9242","0.8735","","4.13%"
"09/01/2001","0.9117","0.9102","0.9336","0.8823","","-0.08%"
"10/01/2001","0.8998","0.9103","0.9246","0.8867","","-1.31%"
"11/01/2001","0.8965","0.9008","0.9123","0.8737","","-0.37%"
"12/01/2001","0.8909","0.8962","0.9087","0.8742","","-0.62%"
"01/01/2002","0.8585","0.8896","0.9069","0.8571","","-3.64%"
"02/01/2002","0.8686","0.8588","0.8803","0.8562","","1.18%"
"03/01/2002","0.8718","0.8689","0.8871","0.8629","","0.37%"
"04/01/2002","0.9002","0.8711","0.9047","0.8711","","3.26%"
"05/01/2002","0.9339","0.9006","0.9421","0.8992","","3.74%"
"06/01/2002","0.9918","0.9327","0.9992","0.9300","","6.20%"
"07/01/2002","0.9775","0.9915","1.0214","0.9715","","-1.44%"
"08/01/2002","0.9820","0.9764","0.9920","0.9621","","0.46%"
"09/01/2002","0.9868","0.9815","0.9993","0.9603","","0.49%"
"10/01/2002","0.9907","0.9868","0.9928","0.9687","","0.40%"
"11/01/2002","0.9946","0.9909","1.0173","0.9873","","0.39%"
"12/01/2002","1.0501","0.9946","1.0507","0.9859","","5.58%"
"01/01/2003","1.0769","1.0493","1.0909","1.0334","","2.55%"
"02/01/2003","1.0798","1.0787","1.0941","1.0664","","0.27%"
"03/01/2003","1.0924","1.0778","1.1087","1.0501","","1.17%"
"04/01/2003","1.1183","1.0922","1.1189","1.0560","","2.37%"
"05/01/2003","1.1787","1.1183","1.1935","1.1152","","5.40%"
"06/01/2003","1.1511","1.1713","1.1934","1.1397","","-2.34%"
"07/01/2003","1.1231","1.1526","1.1613","1.1113","","-2.43%"
"08/01/2003","1.0980","1.1230","1.1430","1.0792","","-2.23%"
"09/01/2003","1.1660","1.0986","1.1739","1.0762","","6.19%"
"10/01/2003","1.1584","1.1661","1.1862","1.1532","","-0.65%"
"11/01/2003","1.1994","1.1581","1.2017","1.1377","","3.54%"
"12/01/2003","1.2588","1.1976","1.2649","1.1936","","4.95%"
"01/01/2004","1.2469","1.2549","1.2901","1.2334","","-0.95%"
"02/01/2004","1.2490","1.2473","1.2930","1.2373","","0.17%"
"03/01/2004","1.2315","1.2488","1.2543","1.2049","","-1.40%"
"04/01/2004","1.1982","1.2316","1.2392","1.1762","","-2.70%"
"05/01/2004","1.2186","1.1995","1.2298","1.1772","","1.70%"
"06/01/2004","1.2187","1.2186","1.2353","1.1952","","0.01%"
"07/01/2004","1.2020","1.2189","1.2464","1.1992","","-1.37%"
"08/01/2004","1.2188","1.2071","1.2389","1.1970","","1.40%"
"09/01/2004","1.2432","1.2180","1.2445","1.2023","","2.00%"
"10/01/2004","1.2785","1.2436","1.2846","1.2229","","2.84%"
"11/01/2004","1.3293","1.2803","1.3335","1.2656","","3.97%"
"12/01/2004","1.3558","1.3283","1.3668","1.3137","","1.99%"
"01/01/2005","1.3034","1.3547","1.3582","1.2921","","-3.86%"
"02/01/2005","1.3237","1.3036","1.3281","1.2732","","1.56%"
"03/01/2005","1.2963","1.3226","1.3483","1.2854","","-2.07%"
"04/01/2005","1.2873","1.2961","1.3126","1.2768","","-0.69%"
"05/01/2005","1.2310","1.2861","1.2991","1.2295","","-4.37%"
"06/01/2005","1.2102","1.2306","1.2357","1.1984","","-1.69%"
"07/01/2005","1.2130","1.2098","1.2256","1.1867","","0.23%"
"08/01/2005","1.2344","1.2123","1.2487","1.2117","","1.76%"
"09/01/2005","1.2030","1.2339","1.2590","1.1977","","-2.54%"
"10/01/2005","1.1988","1.2022","1.2207","1.1874","","-0.35%"
"11/01/2005","1.1789","1.1995","1.2087","1.1641","","-1.66%"
"12/01/2005","1.1843","1.1790","1.2064","1.1662","","0.46%"
"01/01/2006","1.2155","1.1845","1.2325","1.1799","","2.63%"
"02/01/2006","1.1921","1.2155","1.2167","1.1825","","-1.93%"
"03/01/2006","1.2119","1.1921","1.2208","1.1860","","1.66%"
"04/01/2006","1.2637","1.2122","1.2642","1.2032","","4.27%"
"05/01/2006","1.2812","1.2627","1.2973","1.2555","","1.38%"
"06/01/2006","1.2789","1.2815","1.2982","1.2479","","-0.18%"
"07/01/2006","1.2763","1.2788","1.2862","1.2458","","-0.20%"
"08/01/2006","1.2807","1.2761","1.2940","1.2694","","0.34%"
"09/01/2006","1.2672","1.2804","1.2875","1.2629","","-1.05%"
"10/01/2006","1.2763","1.2683","1.2785","1.2483","","0.72%"
"11/01/2006","1.3241","1.2762","1.3275","1.2681","","3.75%"
"12/01/2006","1.3199","1.3244","1.3370","1.3054","","-0.32%"
"01/01/2007","1.3034","1.3198","1.3299","1.2866","","-1.25%"
"02/01/2007","1.3235","1.3032","1.3261","1.2912","","1.54%"
"03/01/2007","1.3358","1.3232","1.3414","1.3072","","0.93%"
"04/01/2007","1.3647","1.3375","1.3683","1.3319","","2.16%"
"05/01/2007","1.3453","1.3641","1.3674","1.3407","","-1.42%"
